"cod_ibge","deng_2010","deng_2011","deng_2012","deng_2013","deng_2014","deng_2015","deng_2016","deng_2017","deng_2018","deng_2019","leiv_2010","leiv_2011","leiv_2012","leiv_2013","leiv_2014","leiv_2015","leiv_2016","leiv_2017","leiv_2018","leiv_2019","lept_2010","lept_2011","lept_2012","lept_2013","lept_2014","lept_2015","lept_2016","lept_2017","lept_2018","lept_2019","ltan_2010","ltan_2011","ltan_2012","ltan_2013","ltan_2014","ltan_2015","ltan_2016","ltan_2017","ltan_2018","ltan_2019","mala_2010","mala_2011","mala_2012","mala_2013","mala_2014","mala_2015","mala_2016","mala_2017","mala_2018","mala_2019"
"351030",2,2,2,13,7,68,46,2,1,41,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,3,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"351040",91,40,13,140,34,1226,312,9,0,337,0,0,0,0,1,1,0,1,1,0,30,5,2,0,7,6,2,2,3,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"351050",3817,1016,186,1742,2596,5735,168,24,31,3466,0,0,0,0,0,0,0,0,0,0,3,9,5,7,3,8,8,7,7,2,0,0,0,0,1,3,3,3,2,1,3,0,5,0,0,3,1,4,9,6
"351060",242,390,61,292,3250,2469,131,17,8,2397,0,1,2,0,0,0,3,0,1,0,38,56,44,60,31,34,23,29,13,43,2,1,1,4,0,0,1,1,0,0,0,2,3,3,2,0,1,1,0,0
"351070",155,75,25,75,87,57,9,8,10,526,0,0,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"351080",51,10,7,75,2202,837,78,16,12,464,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351090",3,5,0,4,1,4,26,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351100",168,26,160,550,47,610,553,24,111,1197,2,1,3,2,2,2,3,1,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
"351110",932,302,52,737,553,10777,133,45,105,3127,0,0,1,0,0,0,0,1,1,0,8,24,18,9,24,14,15,19,18,10,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1
"351120",10,54,1,31,8,251,9,3,1,369,0,0,0,0,2,0,0,1,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351130",150,116,23,414,8,493,159,10,175,727,0,0,0,0,0,0,0,1,0,0,0,5,2,1,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0
"351140",2,18,0,3,4,22,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351150",6,4,0,12,1,240,14,0,0,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,1,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351160",3,2,2,4,7,64,19,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351170",44,2,4,41,27,110,11,2,3,28,0,0,0,0,0,0,0,0,0,1,1,2,0,4,1,0,5,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"351190",32,9,2,29,61,45,16,0,3,75,1,0,2,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"351200",61,16,1,228,71,587,34,16,10,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"351210",85,3,19,388,10,202,41,3,3,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351220",15,9,4,605,6,2291,38,4,6,224,1,0,0,0,0,0,0,0,0,1,4,3,3,0,4,3,2,8,5,7,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"351230",4,1,0,6,12,821,3,1,3,27,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"351240",20,28,185,523,49,660,8,3,3,124,0,0,0,0,1,0,0,0,0,1,10,7,2,2,3,9,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"351250",98,16,73,14,100,163,197,3,0,172,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351270",1,0,3,2,12,122,3,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351280",660,468,36,314,203,884,109,20,11,110,0,0,0,0,0,0,1,0,1,0,7,6,10,11,22,10,10,9,8,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"351290",359,5,1,41,22,108,25,2,4,152,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"351300",69,225,19,40,381,2192,227,36,14,143,0,0,1,0,1,1,0,0,0,2,17,16,18,15,14,19,28,17,23,15,6,0,0,0,1,2,2,2,2,1,4,2,4,1,0,3,0,3,2,0
"351310",587,307,15,328,106,144,220,5,7,464,0,0,0,0,0,0,0,0,0,0,3,0,3,1,3,1,2,2,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"351330",1,0,1,5,3,129,3,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351340",134,860,1138,6548,66,236,126,19,24,378,0,1,0,0,0,0,0,1,0,0,10,11,4,4,9,25,3,11,9,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"351350",1985,183,664,5777,498,808,284,33,26,147,3,0,3,0,0,0,0,0,0,0,17,34,51,59,14,29,16,15,29,33,1,1,2,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0
"351360",4,2,9,2,0,14,6,6,4,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"351370",27,25,10,24,103,1272,94,33,9,60,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351380",247,352,44,99,841,3996,551,63,63,787,0,0,0,1,1,1,0,0,1,0,73,46,31,34,32,34,19,18,29,19,2,3,1,2,1,0,0,1,3,0,2,2,3,0,1,0,1,1,0,0
"351385",3,0,0,11,5,41,60,3,0,35,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351390",3,7,0,2,3,7,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,1,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"351400",58,3,4,25,11,68,102,3,3,468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351410",12,4,2,20,82,408,7,2,1,70,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"351420",16,1,0,19,3,178,128,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351440",236,149,31,273,98,1141,77,13,10,951,21,14,9,8,4,12,20,45,20,16,1,0,3,0,2,0,2,3,1,2,3,1,4,0,2,8,0,4,2,2,0,0,1,0,0,0,0,1,0,0
"351450",63,3,0,12,15,77,5,1,0,193,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351460",246,183,1,178,41,246,380,2,2,161,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"351470",1,1,0,1,5,64,2,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"351480",85,24,3,302,5,5,11,1,3,30,0,0,0,0,1,0,0,0,0,0,1,10,1,6,2,2,2,2,6,12,5,5,10,2,1,2,0,3,7,18,0,0,0,0,1,0,0,0,0,0
"351490",3,14,1,118,54,1001,9,0,0,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"351492",6,4,3,7,8,201,15,8,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351495",4,3,1,12,1,106,9,0,1,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351500",284,293,55,194,574,1903,418,93,47,282,0,3,0,1,0,1,0,3,0,0,25,21,27,16,32,25,43,15,7,9,1,0,0,4,2,0,1,3,1,0,3,2,0,1,0,0,0,0,0,0
"351510",6,10,4,4,30,110,51,18,41,64,0,0,0,0,0,0,0,1,0,0,6,18,7,12,5,2,1,4,17,9,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0
"351515",8,15,6,514,17,540,25,0,3,261,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,4,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"351518",26,3,4,8,15,1473,93,13,13,32,0,0,1,0,0,0,4,0,0,0,0,5,7,2,9,4,2,0,9,6,1,0,3,1,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0
"351519",3,6,0,3,0,28,4,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351520",40,26,7,151,212,1471,32,14,20,359,0,0,0,0,0,0,1,1,1,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"351535",23,10,3,44,29,96,175,15,3,251,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"351550",1171,114,16,1810,214,1196,818,32,121,4712,2,3,1,6,4,4,3,4,11,20,8,5,4,3,9,9,7,1,10,18,1,0,0,1,1,0,0,1,1,0,2,1,1,2,5,1,3,2,2,1
"351560",18,0,4,47,1,34,8,1,1,64,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351570",39,29,20,40,84,1063,318,12,30,225,0,1,0,0,0,1,0,0,0,0,28,45,32,34,16,28,14,13,13,12,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"351580",1,3,1,57,14,13,5,1,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351590",21,16,2,51,9,19,11,5,1,65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351600",63,1,4,45,88,742,91,1,3,686,3,5,2,3,3,3,8,4,0,2,0,0,1,0,0,1,1,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"351610",1,3,1,1,61,265,1,1,0,196,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351620",207,1332,59,462,281,1936,3477,166,220,8821,0,1,1,2,2,0,3,2,3,0,44,27,24,39,20,21,15,14,32,24,1,1,0,0,2,3,0,0,1,2,3,3,2,1,2,0,3,1,0,0
"351630",26,522,593,1023,1532,1391,478,27,16,1235,0,0,1,1,0,1,2,0,0,2,13,10,12,5,13,11,12,10,17,9,1,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"351640",100,33,89,333,2536,1407,489,3,1,519,0,0,0,0,0,0,0,0,0,0,11,9,11,11,12,9,17,10,30,9,4,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"351650",22,2,1,10,14,13,28,3,0,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351660",2,2,0,17,4,289,2,0,1,97,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"351670",591,17,3,23,35,1446,19,4,2,580,0,0,0,0,0,0,0,2,0,3,3,0,2,0,2,0,4,1,1,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1
"351680",183,4,7,16,14,29,12,3,0,114,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"351685",5,30,0,5,4,19,12,0,12,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351690",76,2,1,62,122,56,182,2,14,150,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"351700",84,0,5,102,15,750,13,2,1,464,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"351710",43,2,4,27,43,191,35,2,1,149,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"351720",415,21,1,31,52,413,11,1,3,516,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351730",2,5,0,5,1,612,4,0,2,126,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351740",152,65,491,2144,54,1347,2697,25,19,2373,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
"351750",125,12,4,165,17,251,317,7,11,1015,0,0,1,2,2,0,0,0,0,0,0,3,5,3,2,1,4,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
"351770",196,205,3,980,5,213,28,9,93,389,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"351780",65,17,16,94,29,122,116,5,17,449,0,2,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"351790",28,108,6,135,2,128,37,5,17,176,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"351800",8,0,1,26,1,21,4,3,1,57,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351810",132,4,0,7,50,283,64,2,1,129,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"351820",988,9,6,257,505,2564,53,8,39,1207,3,1,0,1,0,1,0,1,1,3,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"351830",3,6,1,4,113,227,72,13,5,30,0,2,0,0,0,0,0,0,0,0,14,39,13,36,107,273,6,3,9,2,1,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"351840",39,595,2764,145,121,1190,40,13,2,199,0,0,0,1,0,0,0,0,0,0,5,11,2,11,8,15,17,24,15,15,0,0,0,3,4,2,0,1,0,0,1,1,3,0,3,0,2,0,0,1
"351860",360,70,1,168,16,569,188,2,8,745,0,0,0,0,0,1,0,0,2,0,3,4,0,1,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"351870",10318,18,56,1735,499,1294,1059,58,49,321,0,0,0,1,0,2,3,6,5,0,49,35,34,31,66,37,37,50,68,64,0,2,1,1,0,0,0,0,0,0,1,2,25,0,2,0,0,0,9,2
"351880",1621,1102,422,2695,5872,25923,1490,409,107,6474,2,3,1,1,3,6,4,2,1,3,281,255,185,201,193,180,129,98,151,148,4,2,1,2,16,4,2,0,6,7,10,12,8,10,5,7,0,0,5,3
"351885",23,7,4,194,4,265,122,16,5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,6,0,0,0,0,0,0,0,0,0,0
"351890",22,0,0,4,8,95,20,1,3,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"351900",8,6,0,150,9,121,36,2,0,281,0,0,0,0,0,0,2,2,2,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351905",13,40,5,25,82,355,34,10,46,49,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,0,1,0,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0
"351907",1537,1407,181,1720,2188,5858,1313,145,42,1268,1,0,0,1,0,1,1,1,0,0,73,61,45,41,38,32,34,30,24,23,2,2,0,1,3,0,4,0,0,0,0,2,3,0,0,0,0,0,1,0
"351910",51,10,0,18,25,120,35,2,2,197,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351920",13,0,0,53,5,90,17,2,0,46,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351930",35,71,4,11,15,642,42,1,4,407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0
"351940",86,0,30,73,6,543,170,11,7,943,0,0,0,0,0,0,1,1,1,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"351950",8,18,0,102,4,267,151,1,1,210,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351960",1199,268,332,1084,25,806,2137,43,25,216,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"351970",2,1,0,6,14,155,92,7,16,35,0,1,0,0,0,0,0,0,0,0,6,6,4,8,7,5,9,7,56,28,2,1,1,1,0,1,1,0,5,0,0,0,0,0,1,0,0,0,1,0
"351980",50,44,41,156,6,244,58,15,10,176,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"351990",3,5,0,64,4,111,43,0,19,35,0,0,1,0,2,1,1,1,2,0,2,0,1,2,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"352000",10,8,3,9,15,25,8,0,1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352010",222,342,96,290,18,11,128,7,107,760,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"352030",581,627,2,554,8,578,6,7,4,14,0,0,0,0,0,0,0,0,0,0,7,9,5,2,4,7,11,3,6,7,0,0,2,5,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
"352040",1393,79,41,1240,3830,963,162,12,46,198,0,0,0,0,0,0,1,0,0,0,10,16,2,3,11,3,4,2,7,3,3,0,1,1,0,0,1,1,1,0,2,0,0,0,0,1,0,2,10,1
"352042",11,37,3,129,23,220,21,1,4,12,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,5,4,5,2,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"352044",94,27,14,1047,334,637,247,6,293,603,1,2,0,1,2,2,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0
"352050",60,137,27,763,322,2303,582,138,28,416,1,0,1,2,0,0,0,1,1,2,9,21,12,16,30,11,22,23,15,20,2,3,2,6,2,1,0,2,1,0,0,3,0,0,0,0,0,2,2,1
