"cod_ibge","deng_2010","deng_2011","deng_2012","deng_2013","deng_2014","deng_2015","deng_2016","deng_2017","deng_2018","deng_2019","leiv_2010","leiv_2011","leiv_2012","leiv_2013","leiv_2014","leiv_2015","leiv_2016","leiv_2017","leiv_2018","leiv_2019","lept_2010","lept_2011","lept_2012","lept_2013","lept_2014","lept_2015","lept_2016","lept_2017","lept_2018","lept_2019","ltan_2010","ltan_2011","ltan_2012","ltan_2013","ltan_2014","ltan_2015","ltan_2016","ltan_2017","ltan_2018","ltan_2019","mala_2010","mala_2011","mala_2012","mala_2013","mala_2014","mala_2015","mala_2016","mala_2017","mala_2018","mala_2019"
"352070",25,9,2,43,7,27,56,0,35,79,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"352080",13,0,0,11,0,175,1,0,2,65,1,1,0,1,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352090",5,14,0,3,2,312,1,0,0,21,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"352100",58,228,18,333,413,2552,37,3,2,94,0,0,0,0,0,0,0,0,1,0,12,8,4,3,7,6,1,3,2,7,1,1,2,0,2,5,0,2,0,1,1,1,0,0,0,0,0,0,0,1
"352110",4,27,2,60,11,210,8,2,0,42,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352115",130,2,2,95,3,147,111,2,98,325,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"352120",4,0,0,51,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,10,4,7,5,9,14,6,14,7,5,19,0,1,0,0,0,0,0,0,0,1
"352130",126,204,51,576,17,48,124,1,33,959,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352140",49,105,11,53,32,633,13,7,9,151,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352150",23,66,2,67,2,184,10,2,1,48,0,0,0,0,0,1,0,1,0,0,1,4,5,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352160",2,4,0,180,46,93,12,0,2,282,3,5,1,1,0,3,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"352180",2,1,0,1,0,61,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352190",35,2,3,29,8,119,52,9,34,134,0,0,0,0,0,0,0,0,0,0,1,12,8,10,5,10,3,11,16,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"352200",16,0,0,4,7,6,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"352210",196,35,10,203,171,4669,34,13,13,619,0,1,0,0,1,0,0,1,1,0,23,12,14,10,6,23,18,14,19,13,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,1
"352220",57,44,9,45,165,1810,196,19,7,60,0,0,0,0,2,0,1,0,1,0,25,22,20,19,10,16,14,15,23,17,0,1,0,0,0,1,3,2,0,2,1,0,0,1,0,0,1,0,0,0
"352230",25,16,1,22,15,509,33,5,10,119,0,0,0,0,0,1,0,1,2,1,6,10,8,5,9,9,4,9,2,9,0,0,1,0,0,0,0,1,1,1,0,1,1,1,2,0,0,0,1,0
"352240",10,4,2,11,6,210,13,1,0,9,0,0,0,0,0,0,1,0,0,0,6,9,23,34,11,11,11,14,15,5,0,0,0,0,0,1,0,2,1,3,1,1,0,0,7,0,0,1,1,0
"352250",52,189,29,99,625,2550,135,7,4,69,1,1,1,1,0,1,0,0,2,0,25,38,36,52,23,32,25,16,9,11,4,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,2,1,0
"352260",328,18,87,55,731,4598,75,15,4,180,0,0,0,0,0,1,0,0,0,0,4,1,1,2,1,3,8,10,2,8,1,1,2,3,5,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0
"352270",308,45,17,298,183,816,1071,18,9,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352290",4,43,0,12,135,142,3,1,4,802,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352300",142,0,76,190,26,105,20,1,10,160,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352310",52,40,15,113,213,1323,153,19,37,350,0,0,0,1,0,0,0,0,0,1,68,41,20,38,22,27,30,16,24,34,0,0,1,0,0,1,1,1,1,0,0,2,0,2,0,1,0,0,0,0
"352320",1,0,0,1,28,33,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,4,1,1,0,1,0,0,2,4,1,4,1,1,0,4,0,0,0,0,1,0,0,0,0,0
"352330",54,6,6,190,6,628,15,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,7,0,0,9,3,6,2,1,8,4,8,12,8,1,4,0,0,0,0,0,0,0,0,0,0
"352340",25,46,18,61,93,250,138,20,17,196,1,0,0,1,0,0,0,1,1,0,20,28,29,19,32,24,44,14,13,15,0,0,0,0,0,4,3,3,1,0,0,0,0,0,0,0,0,1,0,2
"352350",2,1,0,1,1,13,4,0,0,103,0,0,0,0,0,2,0,0,0,0,3,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
"352360",12,2,0,14,33,713,14,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352370",3,3,0,6,0,67,254,3,32,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352380",7,1,1,2,273,107,4,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352390",110,350,58,743,179,1821,3297,8,25,93,0,0,0,0,0,1,0,1,0,0,30,30,19,17,23,16,10,16,21,21,2,0,3,1,1,1,2,0,3,3,1,0,0,10,3,1,0,0,2,0
"352400",5,11,9,24,59,284,25,5,3,106,1,0,0,0,0,0,0,1,0,0,5,5,3,4,2,3,2,2,2,4,0,0,1,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"352410",509,1227,193,1789,14,138,1298,7,35,2040,0,0,0,0,0,0,0,1,0,0,1,0,2,3,3,1,1,3,1,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"352420",12,7,1,97,2,73,145,1,1,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"352430",5027,57,42,922,68,341,1133,34,38,1308,0,0,0,0,0,0,0,0,0,0,7,4,4,13,16,5,5,8,3,5,2,1,0,1,4,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0
"352440",454,133,36,140,240,3963,242,43,29,409,0,0,0,1,0,2,0,0,0,1,23,41,36,32,28,29,18,7,19,21,0,4,1,1,0,0,1,0,2,2,1,0,5,1,1,0,1,2,0,0
"352450",75,11,0,103,33,272,155,6,130,200,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"352460",57,53,75,2110,4,149,4,0,1,4,0,0,0,0,0,0,0,0,0,0,4,2,4,10,1,5,3,5,4,5,1,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"352470",341,42,53,276,141,1553,96,29,213,329,0,1,2,1,0,0,0,0,0,0,20,27,10,28,16,20,11,16,16,13,0,1,4,3,1,0,0,0,1,0,0,1,4,2,0,2,0,0,0,0
"352480",336,191,9,2041,485,3375,1797,26,48,2564,6,12,7,16,6,3,1,1,3,4,2,2,3,2,6,6,2,4,2,2,0,1,2,2,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"352490",6,2,1,1,3,33,9,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"352500",54,61,62,106,559,2899,162,20,24,100,0,2,0,1,0,0,0,0,0,1,6,15,13,8,7,6,6,10,10,2,1,0,2,0,1,1,0,0,0,1,1,3,0,0,2,1,0,0,1,0
"352510",1023,406,14,1542,1260,411,2893,17,10,265,0,0,0,0,0,0,0,0,0,0,3,2,5,3,1,2,2,0,2,3,1,2,0,0,0,0,2,1,0,2,0,1,2,1,0,0,0,0,0,0
"352520",9,1,2,11,14,95,14,3,5,28,0,1,0,0,0,0,0,0,0,0,2,1,6,4,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352530",344,94,9,604,4450,256,67,3,13,1901,0,0,1,0,0,0,0,0,0,0,8,8,6,14,3,2,7,11,8,10,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
"352550",3,2,1,4,3,16,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,1,1,1,3,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"352560",2,0,0,7,5,44,5,2,3,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352570",186,8,2,201,213,600,457,15,32,1021,1,0,0,0,0,1,0,0,1,1,0,1,1,5,1,2,1,1,4,3,0,0,0,0,0,1,0,1,0,1,3,1,0,0,1,2,1,0,1,0
"352580",5,0,0,1,1,301,13,0,0,42,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352585",3,0,2,10,1,21,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352590",185,112,53,225,519,4625,469,11,6,2932,0,0,0,0,1,0,1,0,0,0,32,29,32,24,16,16,18,14,19,16,4,3,1,0,1,0,3,1,2,0,4,4,3,2,0,0,1,0,0,0
"352600",39,15,2,148,136,579,16,2,0,90,11,6,1,5,4,8,5,5,5,1,2,2,0,0,0,0,0,3,0,1,0,0,0,1,1,13,0,2,1,2,0,0,0,0,0,0,0,0,0,0
"352610",27,11,21,647,16,132,178,3,0,9,0,0,0,0,0,0,0,0,1,0,6,7,7,9,12,11,6,4,6,0,4,1,0,1,8,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
"352620",2,4,9,2,8,74,33,10,17,3,0,0,0,0,0,0,2,0,0,0,6,5,6,3,4,3,5,2,6,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,0
"352630",3,4,0,0,12,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352640",2,96,2,142,46,163,16,0,0,31,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"352650",18,3,2,31,18,169,49,1,1,102,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"352660",1,26,37,301,20,13,23,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352670",1141,690,76,4709,30,224,48,9,208,2855,1,0,0,0,0,0,1,0,1,0,3,3,3,0,5,5,7,6,2,10,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"352680",69,17,6,35,27,473,40,2,5,296,1,0,0,1,1,1,0,0,0,0,3,8,0,1,2,3,4,2,3,2,1,0,0,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,1
"352690",520,2377,43,1248,711,19855,113,25,14,1226,0,0,0,1,0,0,0,0,0,0,16,25,16,14,15,27,18,26,27,25,1,2,0,0,2,2,0,0,0,1,0,1,3,1,3,1,0,0,0,0
"352710",611,480,16,245,219,1757,69,18,23,2805,9,9,4,1,8,1,1,1,2,1,1,0,0,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,19,2,0,3
"352720",16,2717,66,246,122,2380,79,26,12,584,0,0,0,0,0,0,0,0,0,0,4,11,8,7,3,14,19,10,15,10,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"352725",35,1,8,5,39,66,17,4,3,129,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352730",1,60,15,38,83,371,48,2,3,129,1,0,0,0,0,0,2,0,0,0,6,24,8,4,6,9,7,4,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"352740",383,0,2,177,27,442,39,1,2,485,3,5,7,2,5,2,7,3,5,3,2,0,2,1,1,1,0,3,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"352760",94,42,7,128,28,436,140,6,29,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"352770",113,8,2,9,16,57,17,2,1,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0
"352780",7,2,0,1,3,51,0,0,0,9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"352790",1,5,2,17,0,88,22,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352800",2,8,0,31,21,114,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352810",228,2,0,47,16,47,39,2,54,433,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"352820",52,1,0,120,9,34,36,1,4,87,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"352830",48,3,1,8,11,38,9,1,2,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"352840",8,10,3,28,41,496,16,0,2,14,0,0,0,0,0,0,1,0,0,0,16,6,5,10,10,11,8,11,1,2,0,2,1,3,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"352850",32,10,3,43,4825,194,24,0,1,23,0,0,1,0,0,0,1,0,0,0,10,6,5,19,7,3,8,4,18,6,4,2,4,4,13,4,2,0,2,1,0,0,0,0,0,0,0,0,1,1
"352870",6,1,0,20,5,22,10,0,2,184,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"352880",12,2,0,17,36,607,2,4,4,75,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,3,7,1,9,7,1,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2
"352885",5,1,0,1,0,117,2,1,2,49,0,0,0,0,0,0,0,0,0,0,1,6,3,7,3,13,0,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"352890",16,1,0,17,38,160,2,0,0,101,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"352900",943,77,27,507,1772,18698,470,66,54,2992,1,1,2,2,3,8,17,51,24,38,12,19,25,14,26,16,16,9,15,17,0,0,0,0,0,2,0,0,3,1,4,6,3,4,2,3,5,3,2,2
"352910",8,18,3,21,6,43,22,1,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352920",19,4,7,61,25,131,345,3,1,166,0,0,0,0,1,0,0,0,0,1,1,4,0,2,4,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"352930",1246,447,347,1096,218,778,2204,9,31,1424,0,0,0,0,0,0,0,0,0,1,2,4,5,3,4,8,7,5,4,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"352940",66,31,15,51,96,815,411,15,11,503,0,0,1,2,0,1,0,2,0,2,58,74,35,28,34,32,22,16,19,37,1,0,2,1,3,0,0,1,0,1,2,0,0,0,1,0,2,2,4,3
"352950",92,18,12,182,20,387,109,1,15,457,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"352960",17,3,0,108,22,108,18,6,9,126,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"352965",6,1,1,16,6,70,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352970",288,152,133,144,11,41,204,2,7,137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352980",4,2,1,7,156,29,6,0,0,225,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352990",62,10,3,348,15,571,25,3,5,58,0,0,0,0,0,1,0,1,0,0,10,8,17,10,11,3,5,2,7,8,6,1,4,2,2,0,2,1,4,2,0,0,0,0,1,0,0,0,0,0
"353000",24,4,3,123,18,57,9,1,3,77,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"353010",320,27,13,280,135,801,745,43,30,2412,5,4,5,2,5,2,1,3,3,4,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,2,4,2,0,3,0,0,0,0,0,0,0,0,0,0
"353020",10,40,15,114,56,159,843,10,4,122,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"353030",1252,34,47,1669,34,458,143,232,290,772,0,1,1,1,0,0,3,1,6,1,1,3,3,2,4,4,4,2,5,2,1,0,2,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,0,0
"353040",90,2,0,140,0,139,44,5,7,312,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353050",78,86,2,589,459,3392,268,20,31,494,0,0,0,0,0,0,0,0,0,0,8,3,1,2,1,0,4,2,5,3,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
"353060",45,14,4,33,118,885,262,10,7,164,0,0,0,0,0,1,0,0,0,0,54,45,30,32,23,16,22,15,21,9,0,0,1,0,1,0,0,0,0,1,2,1,20,0,0,0,2,0,0,0
"353070",817,349,23,335,1180,9190,150,44,39,3030,0,0,0,1,0,0,1,0,1,0,9,4,1,4,1,3,9,16,33,39,2,3,0,2,3,1,3,2,1,1,1,3,0,0,0,0,0,1,0,0
"353080",412,1399,27,166,1119,2080,185,90,49,1801,0,0,0,0,0,0,0,1,2,0,12,2,3,8,0,4,10,7,5,4,1,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0
"353090",1,0,0,80,1,28,3,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353100",91,0,1,30,9,61,65,0,4,104,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"353110",141,120,18,170,290,891,40,12,12,452,0,0,0,0,0,0,0,1,0,0,4,3,10,9,5,11,10,5,9,3,1,0,1,0,7,20,5,0,0,0,0,0,1,0,0,0,0,0,0,0
"353120",8,0,0,5,10,128,17,6,9,11,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,5,4,3,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"353130",533,163,5,139,25,328,76,14,53,693,0,0,0,0,0,0,0,0,0,0,10,2,6,5,15,15,9,8,15,3,0,0,2,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"353140",246,88,11,272,118,604,202,8,14,1138,0,0,1,0,0,0,0,0,3,1,1,0,2,3,0,1,2,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
