predictor,predictor_label,outcome,outcome_label,dimension,aic,bic,aicc,llf,coef,se,p_value,r2_marginal,r2_conditional,n,converged,best_structure,aic_micro,aic_crossed,aic_nested,delta_aic,aic_weight
pct_pobreza,% Pobreza,UAI_housing,UAI Vivienda,Vulnerabilidad,4742.957885435459,4760.834886702642,4743.020385435459,-2367.4789427177293,-4.417874547206851,0.40425737860154687,8.434915631030129e-28,0.21111715344692542,0.27053729042299596,645,True,micro_only,4742.957885435459,4744.957885435459,4744.957885435459,0.0,0.9999964861596017
idx_vulnerabilidad,Vulnerabilidad (idx),UAI_housing,UAI Vivienda,Vulnerabilidad,4768.076193741124,4785.953195008307,4768.138693741124,-2380.038096870562,-3.6892745109722576,0.3954695923857827,1.0703089543429752e-20,0.18855956301359908,0.3206553006333261,645,True,micro_only,4768.076193741124,4770.076193741124,4770.076193741124,25.118308305665778,3.512587309980245e-06
pct_rural,% Rural,UAI_housing,UAI Vivienda,Vulnerabilidad,4783.953187605777,4801.83018887296,4784.015687605777,-2387.9765938028886,-3.643508818646436,0.44002727737072606,1.2298041634710737e-16,0.1713402702293033,0.3189833476156981,645,True,micro_only,4783.953187605777,4785.953187605777,4785.953187605777,40.99530217031861,1.2530884173387505e-09
pct_preta,% Pob. Negra,UAI_housing,UAI Vivienda,Vulnerabilidad,4839.987925162051,4857.864926429234,4840.050425162051,-2415.9939625810257,1.4622609563048126,0.46223826805525114,0.0015591888616371227,0.0984697910582243,0.22211703164606775,645,True,micro_only,4839.987925162051,4841.987925162051,4841.987925162051,97.0300397265928,8.515164806110771e-22
pct_indigena,% Pob. Indigena,UAI_housing,UAI Vivienda,Vulnerabilidad,4848.591090790074,4866.468092057257,4848.653590790074,-2420.295545395037,-0.4229237030815001,0.3969452043941401,0.28667412381056756,0.09409893025306913,0.2563375512830863,645,True,micro_only,4848.591090790074,4850.591090790074,4850.591090790074,105.63320535461571,1.1535578484107741e-23
idx_vulnerabilidad,Vulnerabilidad (idx),UAI_env,UAI Ambiental,Vulnerabilidad,3300.4860317278526,3318.3630329950356,3300.5485317278526,-1646.2430158639263,-0.44717647784589265,0.12625939233034297,0.0003975145200859237,0.03580210856359977,0.07545642427023404,645,True,micro_only,3300.4860317278526,3302.4860317278526,3302.4860317278535,0.0,0.5816693079827138
pct_rural,% Rural,UAI_env,UAI Ambiental,Vulnerabilidad,3301.544953837386,3319.421955104569,3301.607453837386,-1646.772476918693,-0.44183387447979783,0.12965396698133244,0.0006549056787854016,0.03429911804049831,0.07428346310867555,645,True,micro_only,3301.544953837386,3303.544953837386,3303.544953837386,1.0589221095333414,0.3425580156565711
pct_pobreza,% Pobreza,UAI_env,UAI Ambiental,Vulnerabilidad,3304.629663682371,3322.506664949554,3304.692163682371,-1648.3148318411854,-0.3734166700991213,0.1292742403651907,0.003870076139255564,0.029705324288989487,0.06975317401852825,645,True,micro_only,3304.629663682371,3306.629663682371,3306.629663682371,4.143631954518241,0.07326522745546467
pct_indigena,% Pob. Indigena,UAI_env,UAI Ambiental,Vulnerabilidad,3312.7412180242263,3330.6182192914093,3312.8037180242263,-1652.3706090121132,0.03065455809931123,0.12292481381498972,0.8030695722304099,0.021402690829774106,0.0774528683072779,645,True,micro_only,3312.7412180242263,3314.7412180242263,3314.7412180242263,12.255186296373722,0.0012691012067646136
pct_preta,% Pob. Negra,UAI_env,UAI Ambiental,Vulnerabilidad,3312.7902799220046,3330.6672811891876,3312.8527799220046,-1652.3951399610023,0.015225709204594519,0.13283503618305326,0.9087453874901054,0.021242604476474858,0.07695291217389602,645,True,micro_only,3312.7902799220046,3314.7902799220046,3314.7902799220046,12.304248194152024,0.0012383476984857496
pct_preta,% Pob. Negra,UAI_food,UAI Alimentacion,Vulnerabilidad,4278.330045580114,4296.207046847297,4278.392545580114,-2135.165022790057,-0.9315617563856677,0.28390786134461043,0.0010336218391028607,0.048264629587327156,0.1005386028871589,645,True,micro_only,4278.330045580114,4280.330045580114,4280.330045580114,0.0,0.8522491638021519
pct_rural,% Rural,UAI_food,UAI Alimentacion,Vulnerabilidad,4283.455691760564,4301.332693027747,4283.518191760564,-2137.727845880282,0.6929661037023149,0.29757255970788526,0.019873381491121778,0.04098863326773164,0.09431073488625515,645,True,micro_only,4283.455691760564,4285.455691760564,4285.455691760564,5.125646180450531,0.06569716931976463
pct_pobreza,% Pobreza,UAI_food,UAI Alimentacion,Vulnerabilidad,4284.004110172133,4301.881111439316,4284.066610172133,-2138.0020550860663,-0.6226652715975837,0.28681424411712375,0.02993340012022245,0.04984738389823675,0.14252632980738633,645,True,micro_only,4284.004110172133,4286.004110172133,4286.004110172132,5.674064592019022,0.04994121600343569
idx_vulnerabilidad,Vulnerabilidad (idx),UAI_food,UAI Alimentacion,Vulnerabilidad,4285.433605261737,4303.31060652892,4285.496105261737,-2138.7168026308686,-0.5018360430459968,0.2766532839766017,0.0696849683343814,0.04663097120462403,0.13457483799636555,645,True,micro_only,4285.433605261737,4287.433605261737,4287.433605261737,7.103559681623665,0.024437017395790437
pct_indigena,% Pob. Indigena,UAI_food,UAI Alimentacion,Vulnerabilidad,4287.749753897402,4305.626755164585,4287.812253897402,-2139.874876948701,-0.25681575513387184,0.2609756583959694,0.32508592093347977,0.04098237714741428,0.11974199924322082,645,True,micro_only,4287.749753897402,4289.749753897402,4289.749753897402,9.419708317288496,0.007675433478857342
pct_pobreza,% Pobreza,UAI_mob,UAI Movilidad,Vulnerabilidad,3707.147463422182,3725.0244646893652,3707.209963422182,-1849.573731711091,-1.7734423940900446,0.18612840195614178,1.6025135335780266e-21,0.19119535195812282,0.25233977101875044,645,True,micro_only,3707.147463422182,3709.147463422182,3709.1474634221813,0.0,0.9999998840113119
idx_vulnerabilidad,Vulnerabilidad (idx),UAI_mob,UAI Movilidad,Vulnerabilidad,3739.089659790474,3756.966661057657,3739.152159790474,-1865.544829895237,-1.3239264451532649,0.17853202395913714,1.2105305631363068e-13,0.16076087044662457,0.29173874201411704,645,True,micro_only,3739.089659790474,3741.089659790474,3741.089659790474,31.94219636829166,1.1583508943501635e-07
pct_rural,% Rural,UAI_mob,UAI Movilidad,Vulnerabilidad,3752.3408186263905,3770.2178198935735,3752.4033186263905,-1872.1704093131953,-1.2547668225314526,0.1965364240268228,1.7207262848154797e-10,0.14633520520094487,0.2915120290766054,645,True,micro_only,3752.3408186263905,3754.3408186263905,3754.3408186263896,45.193355204208274,1.5359870625140997e-10
pct_preta,% Pob. Negra,UAI_mob,UAI Movilidad,Vulnerabilidad,3782.5389806949306,3800.4159819621136,3782.6014806949306,-1887.2694903474653,0.6243957625179861,0.20184211730942414,0.0019781989158996773,0.10629685218084435,0.2368208785481725,645,True,micro_only,3782.5389806949306,3784.5389806949306,3784.5389806949315,75.39151727274839,4.25539601643004e-17
pct_indigena,% Pob. Indigena,UAI_mob,UAI Movilidad,Vulnerabilidad,3791.829890926704,3809.706892193887,3791.892390926704,-1891.914945463352,0.04504425938153578,0.17498309025107803,0.796854069882831,0.09947237023114273,0.26057645955466274,645,True,micro_only,3791.829890926704,3793.829890926704,3793.829890926704,84.68242750452191,4.0873747707849655e-19
pct_pobreza,% Pobreza,UAI_Crisk,UAI Riesgo Clim.,Vulnerabilidad,3829.4098562033496,3847.2868574705326,3829.4723562033496,-1910.7049281016748,-1.3116679875948032,0.1906328236124703,5.960146919973704e-12,0.0795421363362613,0.10000004691173811,645,True,micro_only,3829.4098562033496,3831.4098562033496,3831.4098562033505,0.0,0.9999629599161693
idx_vulnerabilidad,Vulnerabilidad (idx),UAI_Crisk,UAI Riesgo Clim.,Vulnerabilidad,3849.8263139245964,3867.7033151917794,3849.8888139245964,-1920.9131569622982,-0.9425410509756817,0.19220245234555478,9.395371486224945e-07,0.057043200824538086,0.11184325368201367,645,True,micro_only,3849.8263139245964,3851.8263139245964,3851.8263139245964,20.416457721246843,3.6864338836924554e-05
pct_rural,% Rural,UAI_Crisk,UAI Riesgo Clim.,Vulnerabilidad,3860.5671795471508,3878.444180814334,3860.6296795471508,-1926.2835897735754,-0.731480521110787,0.20394162175404235,0.00033486967749942685,0.042699831666408096,0.10300534209229739,645,True,micro_only,3860.5671795471508,3862.5671795471508,3862.5671795471508,31.15732334380118,1.7149723161274822e-07
pct_preta,% Pob. Negra,UAI_Crisk,UAI Riesgo Clim.,Vulnerabilidad,3868.0991785381966,3885.9761798053796,3868.1616785381966,-1930.0495892690983,0.47939527614996985,0.20474189619182911,0.019208404750217536,0.027025453515094257,0.0685484078700338,645,True,micro_only,3868.0991785381966,3870.0991785381966,3870.0991785381975,38.68932233484702,3.969212168375724e-09
pct_indigena,% Pob. Indigena,UAI_Crisk,UAI Riesgo Clim.,Vulnerabilidad,3873.412631551212,3891.289632818395,3873.475131551212,-1932.706315775606,0.028007409185415156,0.1897001957540123,0.8826265848409952,0.023328513833114586,0.08231125295487414,645,True,micro_only,3873.412631551212,3875.412631551212,3875.412631551212,44.00277534786255,2.785496726372619e-10
pct_pobreza,% Pobreza,idx_gobernanza,Gobernanza (idx 0-1),Vulnerabilidad,1519.9514440515723,1537.8284453187553,1520.0139440515723,-755.9757220257861,-0.42948581838995187,0.033185641246642715,2.6103326367743685e-38,0.26741420908398755,0.3294247803831578,645,True,micro_only,1519.9514440515723,1521.9514440515723,1521.9514440515723,0.0,0.9999999955376027
idx_vulnerabilidad,Vulnerabilidad (idx),idx_gobernanza,Gobernanza (idx 0-1),Vulnerabilidad,1558.4066034457792,1576.2836047129622,1558.4691034457792,-775.2033017228896,-0.35492457143733663,0.032835354594874536,3.113057312297185e-27,0.22852325401174914,0.36824409151042836,645,True,micro_only,1558.4066034457792,1560.4066034457792,1560.4066034457792,38.45515939420693,4.462397311357781e-09
pct_rural,% Rural,idx_gobernanza,Gobernanza (idx 0-1),Vulnerabilidad,1609.0404395073429,1626.9174407745259,1609.1029395073429,-800.5202197536714,-0.290545960136776,0.037969531857904665,1.977515150422862e-14,0.17387056680623286,0.3473027183424961,645,True,micro_only,1609.0404395073429,1611.0404395073429,1611.0404395073429,89.0889954557706,4.514092308352165e-20
pct_preta,% Pob. Negra,idx_gobernanza,Gobernanza (idx 0-1),Vulnerabilidad,1662.4716590214148,1680.3486602885978,1662.5341590214148,-827.2358295107074,0.07217887886182509,0.03914493063107309,0.06519942328355803,0.1080138962702983,0.2633012822097773,645,True,micro_only,1662.4716590214148,1664.4716590214148,1664.4716590214148,142.52021496984253,1.1275311205987622e-31
pct_indigena,% Pob. Indigena,idx_gobernanza,Gobernanza (idx 0-1),Vulnerabilidad,1665.0698428499672,1682.9468441171502,1665.1323428499672,-828.5349214249836,-0.02944416794136989,0.033582111978617143,0.38060543569154226,0.10736343977726329,0.28007024039528433,645,True,micro_only,1665.0698428499672,1667.0698428499672,1667.0698428499663,145.118398798395,3.0756724865140265e-32
